Designation,Resource Allocation,Mental Fatigue Score,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Gender_Male,Company Type_Service,WFH Setup Available_Yes
1.0,3,4.1,36.0,7.6,5.0,3.0,1.0,7,5.0,0.0,1.0,1.0
1.0,2,3.0,44.0,6.6,5.0,5.0,3.0,7,5.0,0.0,0.0,1.0
3.0,7,6.6,55.0,5.5,1.0,1.0,4.0,5,1.0,0.0,0.0,0.0
3.0,6,7.1649687666594115,56.0,5.7,1.0,2.0,4.0,5,0.0,0.0,1.0,0.0
1.0,3,4.3,44.0,7.6,4.0,3.0,3.0,16,4.0,0.0,1.0,1.0
2.0,4,6.3,49.0,5.6,2.0,2.0,4.0,10,1.0,1.0,1.0,0.0
0.0,2,2.7,42.0,7.0,5.0,5.0,1.0,15,3.0,1.0,1.0,1.0
3.0,7,6.6,54.0,6.5,2.0,3.0,4.0,3,0.0,1.0,1.0,0.0
2.0,3,6.3,49.0,4.8,1.0,3.0,5.0,17,1.0,1.0,1.0,1.0
2.0,6,8.2,54.0,4.3,2.0,2.0,5.0,10,0.0,1.0,1.0,0.0
3.0,7,7.4,50.0,5.9,2.0,2.0,5.0,3,1.0,0.0,1.0,0.0
3.0,8,8.7,48.0,5.9,2.0,3.0,5.0,4,1.0,1.0,1.0,0.0
0.0,2,1.9,38.0,8.0,5.0,3.0,3.0,18,5.0,0.0,1.0,1.0
5.0,10,8.9,50.0,5.9,1.0,2.0,4.0,19,0.0,1.0,1.0,0.0
3.0,7,7.4,48.0,5.6,1.0,3.0,5.0,4,0.0,1.0,1.0,0.0
2.0,3,2.7,40.0,7.4,4.0,3.0,3.0,18,4.0,0.0,1.0,1.0
2.0,4,4.3,41.0,7.8,5.0,5.0,1.0,4,5.0,1.0,0.0,1.0
3.0,5,6.1,54.0,6.2,2.0,3.0,4.0,4,1.0,0.0,0.0,1.0
3.0,6,7.0,57.0,5.9,1.0,2.0,4.0,4,1.0,0.0,1.0,0.0
2.0,4,5.5,49.0,5.6,1.0,2.0,4.0,3,0.0,0.0,1.0,0.0
3.0,7,7.2,55.0,5.4,2.0,2.0,5.0,6,0.0,1.0,1.0,1.0
3.0,7,7.7,56.0,6.1,1.0,1.0,4.0,12,0.0,1.0,0.0,0.0
1.0,2,3.1,36.0,6.7,3.0,3.0,3.0,6,2.0,1.0,1.0,0.0
3.0,6,4.9,35.0,6.3,4.0,3.0,1.0,5,4.0,1.0,0.0,1.0
3.0,5,7.2,49.0,5.3,1.0,2.0,4.0,19,0.0,1.0,1.0,0.0
4.0,7,7.4,57.0,6.3,2.0,2.0,5.0,12,0.0,0.0,1.0,0.0
2.0,4,5.878669466426462,49.0,6.0,2.0,3.0,5.0,14,0.0,1.0,1.0,0.0
3.0,5,7.2,55.0,5.2,1.0,1.0,5.0,13,0.0,0.0,0.0,1.0
3.0,8,9.4,55.0,5.7,2.0,1.0,4.0,5,0.0,0.0,1.0,0.0
1.0,4,4.6,38.0,7.1,5.0,5.0,2.0,11,5.0,0.0,0.0,1.0
1.0,4,5.0,44.0,7.3,5.0,4.0,2.0,16,2.0,1.0,0.0,0.0
1.0,4,6.6,59.0,5.2,2.0,2.0,4.0,14,0.0,0.0,0.0,0.0
3.0,7,7.1,52.0,5.3,2.0,2.0,4.0,10,1.0,1.0,1.0,1.0
2.0,5,6.5,51.0,5.6,1.0,1.0,4.0,11,0.0,0.0,0.0,0.0
4.0,6,6.2,48.0,6.0,2.0,1.0,5.0,13,1.0,1.0,1.0,1.0
3.0,6,4.5,36.0,6.1,3.0,3.0,3.0,11,5.0,1.0,1.0,0.0
2.0,5,5.6,39.0,7.3,5.0,5.0,3.0,13,2.0,0.0,1.0,1.0
2.0,3,3.5,42.0,7.0,3.0,4.0,1.0,6,4.0,0.0,1.0,1.0
3.0,6,6.0,49.0,5.5,1.0,2.0,4.0,3,0.0,0.0,1.0,1.0
3.0,7,8.9,55.0,4.9,1.0,2.0,5.0,19,1.0,1.0,1.0,0.0
1.0,4,4.8,41.0,6.6,4.0,3.0,1.0,14,5.0,0.0,1.0,1.0
2.0,3,4.8,54.0,5.2,1.0,2.0,4.0,16,1.0,1.0,1.0,1.0
3.0,6,4.4,39.0,6.3,3.0,5.0,2.0,10,4.0,0.0,1.0,1.0
3.0,5,6.0,52.0,5.6,1.0,3.0,4.0,7,0.0,1.0,1.0,0.0
3.0,5,5.3,44.0,7.1,3.0,3.0,2.0,16,2.0,0.0,0.0,1.0
2.0,3,4.7,40.0,7.4,5.0,4.0,3.0,6,4.0,0.0,1.0,1.0
2.0,3,5.2,43.0,6.7,3.0,5.0,3.0,8,5.0,0.0,0.0,0.0
3.0,7,7.4,53.0,4.7,1.0,3.0,4.0,7,1.0,0.0,1.0,0.0
2.0,4,5.2,42.0,7.3,3.0,4.0,2.0,13,2.0,1.0,1.0,1.0
0.0,1,3.6,41.0,8.0,5.0,3.0,1.0,15,4.0,1.0,0.0,0.0
2.0,4,3.0,42.0,6.8,3.0,4.0,2.0,19,5.0,0.0,1.0,1.0
2.0,4,3.0,36.0,7.6,3.0,5.0,1.0,7,2.0,0.0,1.0,1.0
3.0,5,6.5,53.0,5.3,1.0,2.0,4.0,16,0.0,1.0,0.0,1.0
0.0,1,3.010204061235758,40.0,7.2,5.0,5.0,2.0,9,2.0,1.0,1.0,1.0
4.0,8,8.1,55.0,5.4,1.0,1.0,4.0,18,0.0,0.0,1.0,1.0
0.0,1,1.3,41.0,6.7,5.0,4.0,1.0,9,4.0,1.0,1.0,1.0
1.0,2,3.0,37.0,7.0,4.0,5.0,3.0,4,3.0,1.0,1.0,0.0
2.0,4,6.9,58.0,5.5,2.0,3.0,4.0,13,1.0,0.0,1.0,0.0
1.0,2,5.8,51.0,5.8,2.0,1.0,4.0,11,0.0,1.0,0.0,0.0
3.0,6,6.5,57.0,5.4,2.0,3.0,5.0,18,1.0,0.0,0.0,0.0
2.0,5,5.6,35.0,6.4,5.0,5.0,1.0,8,3.0,1.0,0.0,1.0
3.0,6,5.8,37.0,7.7,5.0,5.0,3.0,19,2.0,1.0,0.0,0.0
2.0,3,6.1,49.0,5.9,2.0,3.0,5.0,3,0.0,1.0,0.0,0.0
2.0,6,8.1,49.0,4.8,2.0,3.0,4.0,5,0.0,1.0,1.0,1.0
2.0,3,4.9,51.0,5.7,1.0,1.0,4.0,8,0.0,1.0,0.0,1.0
2.0,4,5.9,59.0,4.9,1.0,3.0,5.0,7,1.0,1.0,1.0,0.0
1.0,3,5.4,40.0,7.6,4.0,5.0,1.0,5,5.0,0.0,1.0,1.0
2.0,5,7.2,53.0,5.6,1.0,2.0,4.0,12,0.0,1.0,0.0,1.0
4.0,6,6.89101421770815,55.0,5.1,2.0,3.0,4.0,4,1.0,0.0,1.0,0.0
2.0,5,3.9,41.0,7.2,4.0,4.0,1.0,17,2.0,0.0,0.0,0.0
1.0,2,4.6,44.0,6.3,5.0,5.0,1.0,18,3.0,1.0,0.0,1.0
2.0,2,5.1,42.0,7.6,3.0,5.0,3.0,9,4.0,0.0,0.0,0.0
1.0,2,3.8037396994252326,44.0,7.8,3.0,5.0,3.0,19,3.0,1.0,0.0,1.0
4.0,6,8.2,50.0,5.7,2.0,2.0,5.0,18,0.0,0.0,1.0,0.0
2.0,6,8.2,56.0,5.2,1.0,3.0,5.0,3,1.0,1.0,1.0,0.0
2.0,5,8.4,48.0,5.0,2.0,3.0,5.0,5,0.0,1.0,1.0,0.0
3.0,6,6.5,59.0,5.2,1.0,1.0,4.0,18,0.0,0.0,1.0,1.0
1.0,4,6.1,51.0,5.8,1.0,3.0,5.0,9,0.0,0.0,0.0,1.0
1.0,3,6.0,41.0,6.7,4.0,3.0,1.0,5,5.0,0.0,1.0,1.0
3.0,5,7.7,53.0,5.7,1.0,2.0,5.0,13,1.0,0.0,0.0,1.0
3.0,4,5.9,49.0,6.3,2.0,3.0,4.0,16,0.0,0.0,0.0,0.0
2.0,5,5.1,42.0,5.9,5.0,5.0,3.0,19,2.0,1.0,0.0,0.0
4.0,7,6.1,59.0,4.9,2.0,3.0,5.0,10,1.0,0.0,1.0,1.0
3.0,5,4.6,42.0,6.5,5.0,3.0,3.0,4,2.0,1.0,1.0,1.0
3.0,5,7.1,52.0,5.6,1.0,3.0,4.0,10,0.0,1.0,1.0,0.0
1.0,3,6.0,56.0,5.6,2.0,2.0,5.0,6,1.0,1.0,1.0,1.0
1.0,3,5.1,41.0,7.3,5.0,3.0,3.0,11,4.0,0.0,1.0,1.0
4.0,7,7.5,52.0,5.5,2.0,2.0,5.0,18,0.0,1.0,0.0,0.0
3.0,7,7.3,52.0,5.3,1.0,1.0,5.0,18,1.0,1.0,1.0,0.0
3.0,6,8.1,59.0,5.4,1.0,3.0,5.0,4,1.0,1.0,0.0,1.0
2.0,4,4.1,44.0,7.4,3.0,5.0,1.0,11,5.0,1.0,0.0,1.0
3.0,6,8.8,55.0,5.7,2.0,1.0,5.0,12,0.0,1.0,1.0,1.0
3.0,4,5.8,55.0,5.4,1.0,1.0,5.0,10,1.0,0.0,1.0,1.0
2.0,4,5.0,38.0,7.1,3.0,4.0,2.0,4,2.0,0.0,1.0,1.0
3.0,6,8.0,51.0,5.2,2.0,1.0,4.0,3,0.0,1.0,0.0,0.0
1.0,4,5.4,49.0,5.8,2.0,1.0,5.0,7,1.0,0.0,1.0,1.0
1.0,2,3.4,41.0,6.3,5.0,4.0,2.0,19,5.0,1.0,1.0,1.0
1.0,3,5.0,36.0,6.6,3.0,4.0,2.0,17,2.0,1.0,0.0,1.0
3.0,6,7.2,48.0,5.9,2.0,2.0,5.0,8,1.0,0.0,1.0,0.0
3.0,4,6.8,52.0,6.1,2.0,1.0,5.0,17,0.0,0.0,1.0,1.0
0.0,1,1.4,38.0,7.5,4.0,3.0,2.0,15,2.0,1.0,1.0,0.0
2.0,3,3.6,39.0,7.2,4.0,3.0,1.0,16,2.0,1.0,0.0,1.0
1.0,2,4.9,52.0,6.1,1.0,2.0,4.0,16,1.0,0.0,1.0,1.0
3.0,6,7.015342565551357,56.0,5.9,2.0,1.0,4.0,8,1.0,0.0,1.0,0.0
2.0,3,2.6,38.0,7.1,5.0,3.0,1.0,8,5.0,0.0,1.0,1.0
1.0,4,5.9,59.0,5.3,2.0,2.0,4.0,17,0.0,0.0,1.0,1.0
1.0,2,3.7,36.0,7.1,4.0,4.0,2.0,3,5.0,1.0,1.0,1.0
2.0,5,4.6,35.0,6.7,5.0,3.0,1.0,17,3.0,0.0,1.0,1.0
1.0,2,5.0,38.0,7.0,3.0,5.0,1.0,14,4.0,0.0,1.0,1.0
3.0,6,7.9,49.0,5.7,2.0,3.0,5.0,9,0.0,0.0,1.0,0.0
4.0,8,8.234376712069235,53.0,5.7,1.0,2.0,5.0,10,1.0,0.0,0.0,0.0
2.0,6,6.0,55.0,5.2,2.0,1.0,4.0,13,0.0,0.0,1.0,0.0
3.0,5,6.4,52.0,4.9,2.0,3.0,5.0,19,1.0,1.0,1.0,0.0
3.0,6,6.1,59.0,5.6,2.0,2.0,4.0,14,0.0,0.0,1.0,0.0
1.0,3,5.9,52.0,6.0,1.0,3.0,5.0,5,0.0,1.0,1.0,0.0
3.0,5,6.586684259159791,53.0,5.3,1.0,3.0,5.0,12,1.0,1.0,1.0,1.0
3.0,5,5.5,48.0,5.4,2.0,1.0,5.0,8,0.0,0.0,1.0,0.0
1.0,5,6.8,50.0,5.2,2.0,1.0,5.0,10,1.0,1.0,0.0,1.0
1.0,3,3.4,37.0,7.5,5.0,5.0,3.0,15,5.0,0.0,0.0,1.0
3.0,7,6.3,56.0,6.4,1.0,2.0,4.0,10,0.0,1.0,1.0,0.0
1.0,4,4.1,42.0,7.6,5.0,3.0,2.0,4,4.0,0.0,1.0,1.0
3.0,5,6.4,55.0,5.0,2.0,3.0,4.0,12,0.0,0.0,0.0,1.0
2.0,5,8.0,52.0,4.9,2.0,3.0,5.0,12,0.0,1.0,0.0,1.0
1.0,2,3.5,44.0,7.6,3.0,3.0,3.0,18,3.0,0.0,1.0,1.0
3.0,7,7.4,50.0,5.1,2.0,1.0,4.0,17,1.0,0.0,0.0,0.0
4.0,8,6.5,57.0,4.9,1.0,3.0,5.0,14,0.0,1.0,0.0,0.0
4.0,6,7.0,48.0,4.7,1.0,1.0,4.0,10,0.0,1.0,0.0,0.0
0.0,1,2.3,38.0,6.5,3.0,3.0,2.0,15,5.0,1.0,0.0,1.0
3.0,6,6.8,52.0,5.4,1.0,3.0,5.0,14,1.0,1.0,0.0,0.0
3.0,6,4.0,38.0,7.2,3.0,3.0,3.0,8,2.0,1.0,0.0,1.0
3.0,4,5.0,48.0,5.9,1.0,2.0,4.0,7,1.0,0.0,1.0,0.0
5.0,10,7.9,54.0,6.0,2.0,1.0,4.0,6,0.0,1.0,0.0,0.0
1.0,4,5.1,55.0,5.8,1.0,1.0,5.0,7,1.0,0.0,1.0,0.0
4.0,7,6.9,57.0,5.6,1.0,3.0,5.0,18,1.0,1.0,1.0,0.0
3.0,6,6.6,52.0,5.6,1.0,3.0,5.0,5,1.0,0.0,1.0,0.0
2.0,5,7.2,55.0,4.9,1.0,2.0,5.0,8,1.0,1.0,1.0,0.0
0.0,1,3.1,41.0,6.3,3.0,5.0,3.0,18,2.0,0.0,1.0,1.0
4.0,9,8.9,52.0,5.8,1.0,1.0,4.0,7,0.0,1.0,0.0,0.0
3.0,5,5.9,49.0,5.1,2.0,1.0,5.0,19,0.0,0.0,1.0,0.0
4.0,9,9.7,56.0,6.0,1.0,1.0,4.0,7,0.0,1.0,1.0,1.0
2.0,6,5.9,48.0,4.8,1.0,2.0,4.0,18,1.0,0.0,1.0,0.0
2.0,6,6.8,48.0,5.3,1.0,1.0,4.0,18,0.0,1.0,0.0,1.0
0.0,1,3.0343503788766517,38.0,6.6,5.0,4.0,3.0,12,5.0,1.0,1.0,1.0
4.0,7,6.5,56.0,5.5,1.0,2.0,5.0,10,0.0,0.0,1.0,0.0
2.0,3,2.5,35.0,7.1,4.0,3.0,1.0,18,5.0,0.0,0.0,0.0
4.0,6,7.5,48.0,5.8,1.0,1.0,4.0,5,0.0,0.0,1.0,0.0
1.0,3,4.280548536965149,43.0,7.1,3.0,3.0,2.0,8,5.0,1.0,1.0,1.0
3.0,8,8.9,56.0,4.8,1.0,1.0,4.0,18,0.0,0.0,1.0,1.0
5.0,9,9.1,50.0,5.5,2.0,3.0,4.0,4,0.0,1.0,1.0,0.0
2.0,5,5.9,48.0,5.9,2.0,3.0,4.0,6,1.0,1.0,0.0,0.0
2.0,5,5.5,59.0,4.9,2.0,3.0,4.0,15,0.0,1.0,1.0,1.0
4.0,6,6.798793225954403,50.0,6.1,1.0,2.0,4.0,16,1.0,0.0,1.0,1.0
2.0,4,4.752653074330148,37.0,7.1,3.0,3.0,3.0,11,5.0,0.0,1.0,1.0
0.0,1,1.6,37.0,7.2,4.0,4.0,3.0,3,2.0,0.0,1.0,1.0
1.0,4,4.7,58.0,6.0,1.0,1.0,5.0,11,0.0,0.0,1.0,0.0
0.0,1,2.1,42.0,7.0,3.0,3.0,2.0,8,2.0,0.0,1.0,0.0
4.0,9,7.4,49.0,5.9,1.0,1.0,5.0,17,0.0,1.0,1.0,1.0
2.0,5,6.8,59.0,5.3,2.0,3.0,5.0,17,0.0,0.0,1.0,0.0
1.0,3,6.5,53.0,5.5,1.0,1.0,5.0,18,0.0,0.0,0.0,1.0
1.0,2,3.7,43.0,6.3,4.0,3.0,1.0,15,4.0,0.0,0.0,1.0
3.0,6,4.8,36.0,7.4,3.0,3.0,2.0,11,2.0,0.0,0.0,0.0
3.0,6,6.5,57.0,4.4,1.0,1.0,4.0,15,1.0,1.0,1.0,0.0
2.0,3,5.0,44.0,7.1,4.0,5.0,3.0,15,2.0,1.0,0.0,1.0
4.0,8,7.9,59.0,5.9,2.0,3.0,4.0,18,1.0,1.0,0.0,0.0
3.0,7,6.4,57.0,6.0,1.0,2.0,5.0,3,0.0,1.0,1.0,0.0
2.0,5,6.462865016724409,49.0,6.0,1.0,1.0,4.0,3,1.0,0.0,1.0,0.0
4.0,7,6.7,49.0,5.5,1.0,2.0,5.0,9,1.0,1.0,1.0,0.0
1.0,2,6.8,53.0,5.8,2.0,2.0,4.0,18,0.0,1.0,1.0,1.0
3.0,5,6.4,50.0,5.4,1.0,2.0,4.0,11,1.0,0.0,0.0,0.0
1.0,3,5.4,35.0,7.0,5.0,4.0,3.0,11,5.0,1.0,0.0,0.0
2.0,4,4.9,39.0,6.8,3.0,4.0,2.0,7,2.0,0.0,1.0,1.0
3.0,5,7.4,54.0,5.0,2.0,1.0,4.0,7,0.0,1.0,1.0,0.0
2.0,5,5.5,49.0,5.1,1.0,1.0,4.0,10,1.0,1.0,0.0,0.0
3.0,5,4.9,37.0,7.5,5.0,5.0,1.0,4,2.0,0.0,1.0,0.0
2.0,5,6.6,49.0,6.1,1.0,3.0,4.0,13,1.0,0.0,0.0,0.0
1.0,4,5.5,37.0,7.6,3.0,5.0,2.0,8,3.0,1.0,1.0,1.0
1.0,2,4.8,41.0,7.4,3.0,5.0,2.0,13,5.0,0.0,1.0,1.0
1.0,1,5.2,42.0,6.2,4.0,3.0,1.0,8,2.0,1.0,1.0,1.0
4.0,6,6.6,55.0,6.0,2.0,1.0,5.0,14,0.0,1.0,1.0,1.0
3.0,8,8.6,48.0,4.5,1.0,2.0,4.0,18,1.0,0.0,1.0,0.0
1.0,3,5.3,38.0,7.1,4.0,4.0,3.0,4,4.0,0.0,1.0,1.0
3.0,4,4.5,54.0,6.0,1.0,3.0,5.0,11,0.0,0.0,1.0,1.0
4.0,8,8.4,49.0,5.2,2.0,1.0,5.0,3,1.0,1.0,1.0,0.0
3.0,6,8.8,59.0,4.6,1.0,1.0,5.0,4,0.0,1.0,1.0,0.0
2.0,4,7.0,59.0,5.1,1.0,2.0,5.0,10,0.0,0.0,0.0,0.0
2.0,4,4.7,59.0,5.4,2.0,1.0,4.0,7,1.0,0.0,0.0,1.0
3.0,6,6.1,55.0,5.1,1.0,3.0,4.0,11,0.0,0.0,1.0,0.0
3.0,5,7.2,59.0,5.8,1.0,1.0,5.0,4,0.0,1.0,1.0,0.0
2.0,5,6.671863789630882,53.0,5.1,1.0,1.0,4.0,14,1.0,1.0,1.0,0.0
2.0,5,6.0,53.0,4.7,2.0,3.0,4.0,15,1.0,0.0,0.0,0.0
2.0,6,6.9,57.0,6.2,2.0,3.0,4.0,4,1.0,1.0,1.0,1.0
2.0,5,6.6,51.0,6.1,1.0,1.0,5.0,11,0.0,0.0,0.0,1.0
1.0,3,3.3,39.0,7.7,5.0,4.0,3.0,17,3.0,1.0,0.0,1.0
1.0,2,3.4894851841799315,41.0,6.5,3.0,5.0,1.0,10,5.0,0.0,1.0,1.0
1.0,3,6.6,48.0,5.7,1.0,1.0,5.0,4,1.0,0.0,1.0,0.0
1.0,3,2.9,35.0,6.4,5.0,3.0,1.0,5,5.0,0.0,1.0,1.0
0.0,1,3.4,41.0,6.6,3.0,4.0,1.0,9,4.0,1.0,1.0,1.0
3.0,5,6.578683088071012,55.0,5.0,1.0,2.0,4.0,7,1.0,1.0,1.0,1.0
3.0,6,7.2,59.0,5.9,1.0,1.0,4.0,17,0.0,0.0,1.0,0.0
1.0,3,6.1,38.0,8.1,3.0,4.0,1.0,18,3.0,1.0,1.0,0.0
2.0,6,6.1,48.0,5.4,1.0,3.0,4.0,10,0.0,1.0,1.0,0.0
3.0,6,6.0,54.0,5.4,1.0,2.0,5.0,7,1.0,1.0,1.0,1.0
2.0,4,5.4,44.0,6.9,5.0,3.0,3.0,10,3.0,0.0,1.0,1.0
1.0,3,5.3,55.0,5.6,1.0,3.0,4.0,17,1.0,0.0,1.0,1.0
3.0,6,7.3,49.0,5.1,1.0,2.0,4.0,12,0.0,1.0,0.0,0.0
2.0,4,6.4,52.0,5.4,1.0,3.0,4.0,10,0.0,0.0,0.0,0.0
2.0,4,5.2,40.0,6.3,3.0,4.0,1.0,18,3.0,0.0,1.0,1.0
4.0,8,7.4,51.0,6.6,2.0,3.0,5.0,4,1.0,1.0,1.0,0.0
3.0,4,5.5,58.0,4.9,1.0,1.0,4.0,9,1.0,1.0,0.0,1.0
2.0,3,4.3,35.0,7.2,4.0,3.0,2.0,17,5.0,1.0,0.0,1.0
3.0,5,5.1,39.0,7.4,3.0,3.0,1.0,14,4.0,0.0,0.0,1.0
1.0,2,1.4,36.0,7.1,5.0,5.0,2.0,3,3.0,0.0,1.0,1.0
4.0,7,8.7,55.0,5.6,1.0,3.0,4.0,5,0.0,1.0,1.0,1.0
3.0,5,8.4,57.0,5.5,2.0,3.0,4.0,10,1.0,1.0,1.0,1.0
2.0,5,6.7,49.0,5.7,2.0,1.0,4.0,14,0.0,1.0,1.0,0.0
4.0,7,6.5,59.0,5.3,1.0,1.0,4.0,16,1.0,1.0,1.0,0.0
3.0,6,7.7,55.0,6.1,1.0,2.0,4.0,4,0.0,1.0,1.0,0.0
3.0,6,7.8,58.0,5.1,1.0,2.0,5.0,18,0.0,0.0,1.0,0.0
3.0,6,7.6,59.0,5.4,2.0,2.0,5.0,9,0.0,1.0,1.0,0.0
1.0,3,4.3,39.0,7.7,3.0,4.0,1.0,7,4.0,0.0,1.0,0.0
1.0,4,6.5,53.0,4.8,2.0,2.0,4.0,16,0.0,0.0,1.0,1.0
1.0,2,4.5,39.0,7.7,3.0,5.0,3.0,7,3.0,1.0,1.0,1.0
1.0,3,4.4,44.0,7.9,5.0,5.0,3.0,4,3.0,0.0,1.0,0.0
2.0,3,6.2,44.0,7.5,3.0,3.0,3.0,17,2.0,0.0,0.0,1.0
3.0,5,6.4,50.0,5.1,1.0,2.0,4.0,15,0.0,0.0,1.0,1.0
3.0,5,6.0,49.0,5.4,2.0,2.0,5.0,14,0.0,0.0,0.0,1.0
1.0,2,4.9,35.0,7.6,5.0,3.0,2.0,4,4.0,0.0,0.0,1.0
2.0,3,5.1,41.0,6.8,4.0,4.0,1.0,8,5.0,1.0,0.0,1.0
1.0,4,4.2,37.0,6.5,4.0,3.0,1.0,12,5.0,1.0,1.0,1.0
3.0,7,8.1,49.0,5.3,1.0,2.0,4.0,17,1.0,1.0,0.0,1.0
1.0,2,4.4,38.0,6.8,5.0,4.0,3.0,12,5.0,0.0,1.0,0.0
4.0,6,7.0,59.0,5.1,2.0,2.0,5.0,8,0.0,1.0,1.0,0.0
2.0,2,3.8,37.0,6.9,3.0,4.0,2.0,19,3.0,1.0,1.0,0.0
4.0,8,7.1,55.0,5.6,1.0,1.0,5.0,3,0.0,1.0,1.0,0.0
2.0,3,4.7,35.0,7.3,5.0,5.0,2.0,19,3.0,0.0,1.0,1.0
3.0,6,6.3,48.0,5.5,2.0,3.0,4.0,9,1.0,1.0,0.0,1.0
2.0,4,2.9,36.0,6.6,3.0,4.0,3.0,4,2.0,0.0,0.0,0.0
1.0,3,5.4,41.0,6.7,4.0,4.0,2.0,7,3.0,0.0,1.0,1.0
3.0,5,8.3,51.0,5.7,2.0,3.0,5.0,16,1.0,0.0,1.0,0.0
2.0,5,4.8,41.0,7.1,4.0,4.0,2.0,7,2.0,1.0,0.0,1.0
3.0,5,6.7,52.0,5.3,1.0,1.0,5.0,4,1.0,0.0,0.0,1.0
3.0,5,4.6,35.0,6.6,3.0,5.0,3.0,19,4.0,0.0,1.0,1.0
1.0,2,2.9,36.0,7.6,4.0,5.0,1.0,10,3.0,0.0,1.0,1.0
2.0,4,7.1,48.0,5.4,2.0,2.0,4.0,11,0.0,0.0,1.0,1.0
1.0,4,6.1724641291302635,51.0,6.0,1.0,1.0,5.0,8,1.0,1.0,0.0,1.0
2.0,4,7.5,56.0,4.3,1.0,1.0,5.0,14,0.0,1.0,1.0,0.0
1.0,4,7.1,54.0,5.4,2.0,2.0,4.0,3,0.0,0.0,0.0,1.0
3.0,5,6.1,55.0,5.9,2.0,1.0,5.0,12,0.0,1.0,0.0,0.0
2.0,2,4.8,40.0,7.0,4.0,4.0,2.0,10,4.0,0.0,1.0,1.0
2.0,3,5.6,49.0,4.9,1.0,2.0,5.0,19,0.0,1.0,1.0,1.0
1.0,3,5.5,59.0,4.9,2.0,1.0,5.0,17,0.0,0.0,1.0,0.0
0.0,2,4.9,42.0,6.1,3.0,4.0,2.0,12,3.0,0.0,1.0,0.0
2.0,5,5.1,54.0,5.7,1.0,3.0,5.0,13,1.0,0.0,1.0,1.0
2.0,3,5.4,55.0,6.0,2.0,3.0,4.0,18,0.0,1.0,0.0,1.0
2.0,3,4.7,41.0,7.6,3.0,4.0,1.0,15,3.0,0.0,1.0,1.0
2.0,4,6.2,48.0,5.5,1.0,3.0,4.0,10,1.0,0.0,0.0,0.0
3.0,6,7.8,59.0,6.0,1.0,2.0,5.0,17,0.0,0.0,1.0,1.0
2.0,5,5.8,36.0,6.9,3.0,4.0,1.0,16,2.0,0.0,0.0,1.0
4.0,8,8.2,49.0,4.5,1.0,3.0,4.0,12,1.0,1.0,1.0,1.0
2.0,3,6.4,58.0,5.1,1.0,1.0,4.0,3,1.0,1.0,1.0,1.0
2.0,5,7.8,50.0,5.8,2.0,2.0,5.0,6,0.0,1.0,0.0,0.0
2.0,6,7.0,48.0,5.5,2.0,1.0,4.0,18,0.0,1.0,1.0,1.0
1.0,3,5.2,41.0,7.3,5.0,3.0,2.0,4,2.0,1.0,0.0,0.0
3.0,7,7.8,48.0,5.5,2.0,3.0,5.0,13,0.0,1.0,0.0,0.0
2.0,6,6.6,57.0,6.1,2.0,2.0,4.0,15,1.0,1.0,0.0,0.0
4.0,8,7.2,48.0,5.8,2.0,1.0,5.0,9,1.0,0.0,1.0,0.0
4.0,7,8.0,58.0,6.0,2.0,2.0,4.0,16,1.0,1.0,0.0,0.0
2.0,5,6.8,55.0,4.8,2.0,2.0,5.0,6,1.0,0.0,1.0,0.0
1.0,2,4.4,38.0,7.4,3.0,5.0,2.0,14,3.0,0.0,1.0,1.0
3.0,4,5.1,52.0,6.9,1.0,1.0,5.0,8,0.0,0.0,0.0,0.0
2.0,5,8.8,48.0,5.2,2.0,2.0,5.0,19,1.0,1.0,1.0,1.0
1.0,2,3.2,40.0,7.4,3.0,5.0,3.0,5,4.0,1.0,0.0,1.0
2.0,3,4.6,40.0,7.7,3.0,4.0,2.0,7,4.0,1.0,1.0,1.0
1.0,3,4.328336357050234,40.0,6.4,4.0,4.0,2.0,19,2.0,0.0,1.0,1.0
2.0,4,5.7,39.0,6.7,5.0,3.0,3.0,12,3.0,1.0,1.0,1.0
1.0,1,1.5,41.0,7.8,3.0,3.0,3.0,9,5.0,0.0,1.0,1.0
2.0,3,3.0,44.0,6.5,4.0,4.0,2.0,5,2.0,1.0,0.0,1.0
0.0,1,4.0,37.0,8.0,4.0,5.0,3.0,12,3.0,0.0,0.0,1.0
4.0,8,8.7,57.0,5.6,1.0,3.0,5.0,13,0.0,1.0,0.0,0.0
2.0,5,4.6,39.0,7.0,3.0,3.0,3.0,6,3.0,0.0,0.0,1.0
1.0,3,4.9,56.0,6.0,2.0,1.0,4.0,16,0.0,1.0,1.0,1.0
0.0,0,1.6,36.0,6.8,5.0,3.0,1.0,11,4.0,0.0,0.0,0.0
1.0,1,5.0,44.0,6.6,4.0,3.0,2.0,17,3.0,1.0,1.0,1.0
3.0,5,5.2,52.0,6.5,2.0,2.0,5.0,13,1.0,0.0,1.0,1.0
2.0,6,6.3,54.0,6.6,1.0,3.0,5.0,6,1.0,1.0,1.0,0.0
2.0,4,4.5,38.0,6.7,4.0,5.0,1.0,5,4.0,1.0,1.0,0.0
3.0,7,9.2,48.0,5.7,1.0,2.0,4.0,8,0.0,1.0,0.0,0.0
